#EventID|Time|Latitude|Longitude|Depth/Km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName|EventType
29795491|2022-02-04 03:41:57.579000|40.8225|14.144667|1.1|SURVEY-INGV-OV#SiSmi||||Md|2.1|--|Campi Flegrei|earthquake
29813211|2022-02-06 09:13:58.650000|40.820667|14.159667|1.9|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
29817521|2022-02-06 14:12:10.019000|40.827|14.142167|1.7|SURVEY-INGV-OV#SiSmi||||Md|1.5|--|Campi Flegrei|earthquake
29840881|2022-02-07 15:53:49.509000|40.831|14.114|2.0|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
29882601|2022-02-09 18:36:57.100000|40.7973|14.1177|2.2|BULLETIN-INGV||||Md|1.3|--|Campi Flegrei|earthquake
29882891|2022-02-09 19:04:18.050000|40.8023|14.1112|2.5|BULLETIN-INGV||||Md|1.8|--|Campi Flegrei|earthquake
29882921|2022-02-09 19:05:43.640000|40.803|14.1107|2.1|BULLETIN-INGV||||ML|1.7|--|Campi Flegrei|earthquake
29882981|2022-02-09 19:12:40.250000|40.8028|14.1117|2.1|BULLETIN-INGV||||Md|1.5|--|Campi Flegrei|earthquake
29965021|2022-02-18 19:37:08.160000|40.8153|14.1462|1.9|BULLETIN-INGV||||Md|1.9|--|Campi Flegrei|earthquake
30137611|2022-03-06 05:14:37.940000|40.837667|14.139|1.5|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
30176461|2022-03-11 22:53:37.880000|40.825667|14.1485|1.3|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
30185821|2022-03-13 13:58:45.420000|40.8295|14.145833|1.6|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
30186471|2022-03-13 15:48:48.500000|40.833667|14.141333|2.6|SURVEY-INGV-OV#SiSmi||||Md|1.4|--|Campi Flegrei|earthquake
30187941|2022-03-13 20:55:19.180000|40.826333|14.1235|1.1|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
30188081|2022-03-13 21:02:48.579000|40.829167|14.120333|0.9|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
30189451|2022-03-14 05:30:03.930000|40.827667|14.122|2.0|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
30205901|2022-03-16 14:14:35.180000|40.8318|14.1368|2.7|BULLETIN-INGV||||ML|2.7|--|Campi Flegrei|earthquake
30206011|2022-03-16 14:31:32.730000|40.8283|14.1377|2.0|BULLETIN-INGV||||Md|1.5|--|Campi Flegrei|earthquake
30206701|2022-03-16 14:39:54.589000|40.8315|14.138333|2.5|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
30208241|2022-03-16 20:29:38.410000|40.823|14.09|3.1|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
30251131|2022-03-20 20:32:36.769000|40.839333|14.147333|1.4|SURVEY-INGV-OV||||Md|0.5|--|Campi Flegrei|earthquake
30332831|2022-03-27 20:49:52.670000|40.8352|14.1477|2.2|BULLETIN-INGV||||Md|1.3|--|Campi Flegrei|earthquake
30350681|2022-03-29 17:45:32.790000|40.8337|14.149|2.2|BULLETIN-INGV||||Md|3.0|--|Campi Flegrei|earthquake
30352001|2022-03-29 22:06:32.680000|40.827833|14.152833|2.2|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
30352101|2022-03-29 23:31:13.289000|40.827167|14.154833|1.3|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
30352591|2022-03-30 01:58:43.769000|40.8315|14.123333|2.6|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
30387631|2022-04-01 08:36:04.850000|40.8297|14.1173|2.0|BULLETIN-INGV||||Md|1.7|--|Campi Flegrei|earthquake
30432351|2022-04-05 03:37:59.089000|40.825333|14.136167|1.8|SURVEY-INGV-OV#SiSmi||||Md|2.0|--|Campi Flegrei|earthquake
30432271|2022-04-05 03:43:30.030000|40.8238|14.1333|2.1|BULLETIN-INGV||||Md|1.9|--|Campi Flegrei|earthquake
30432501|2022-04-05 04:00:02.769000|40.8285|14.1365|1.5|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
30442921|2022-04-06 00:33:19.940000|40.827833|14.138167|1.3|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
30450461|2022-04-07 00:16:14.490000|40.823|14.1332|2.1|BULLETIN-INGV||||Md|1.9|--|Campi Flegrei|earthquake
30462441|2022-04-07 17:46:05.039000|40.8335|14.145667|1.8|SURVEY-INGV-OV#SiSmi||||Md|1.3|--|Campi Flegrei|earthquake
30466291|2022-04-07 21:57:51.299000|40.823333|14.143|2.5|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
30466161|2022-04-07 21:58:25.980000|40.821|14.143167|0.2|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
30466431|2022-04-07 22:07:49.339000|40.820333|14.139|0.3|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
30488221|2022-04-08 19:28:52.710000|40.823|14.1257|1.7|BULLETIN-INGV||||Md|1.6|--|Campi Flegrei|earthquake
30579471|2022-04-15 03:11:42.370000|40.8308|14.1183|2.6|BULLETIN-INGV||||ML|1.4|--|Campi Flegrei|earthquake
30671901|2022-04-19 02:05:53.730000|40.8202|14.1328|2.2|BULLETIN-INGV||||ML|2.3|--|Campi Flegrei|earthquake
30842851|2022-04-29 14:17:32.370000|40.8282|14.1358|2.8|BULLETIN-INGV||||Md|1.7|--|Campi Flegrei|earthquake
30862631|2022-05-01 04:36:52.980000|40.825167|14.141333|0.8|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
30908141|2022-05-04 03:17:17.720000|40.828167|14.133167|2.7|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
30936871|2022-05-06 01:45:11.650000|40.804|14.115667|2.8|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
30987691|2022-05-09 10:40:25.609000|40.826167|14.145167|0.8|SURVEY-INGV-OV#SiSmi||||Md|1.2|--|Campi Flegrei|earthquake
30987741|2022-05-09 10:40:52.329000|40.825833|14.144333|0.7|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
31050891|2022-05-14 04:25:55.650000|40.839333|14.138|1.4|SURVEY-INGV-OV#SiSmi||||Md|1.2|--|Campi Flegrei|earthquake
31050921|2022-05-14 04:29:34.910000|40.8385|14.140833|1.5|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
31162011|2022-05-20 16:40:40.070000|40.8057|14.1033|2.7|BULLETIN-INGV||||Md|2.2|--|Campi Flegrei|earthquake
31211311|2022-05-24 09:04:38.099000|40.823333|14.135833|2.2|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
31213781|2022-05-24 11:31:09.630000|40.824167|14.133833|1.6|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
31332361|2022-06-02 02:57:04.420000|40.835167|14.1245|2.7|SURVEY-INGV-OV#SiSmi||||Md|1.5|--|Campi Flegrei|earthquake
31337681|2022-06-02 10:43:47.289000|40.834333|14.126167|2.7|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
31352001|2022-06-03 13:10:23.460000|40.8238|14.1383|1.8|BULLETIN-INGV||||Md|1.4|--|Campi Flegrei|earthquake
31485151|2022-06-12 04:34:50.839000|40.828333|14.134333|1.5|SURVEY-INGV-OV#SiSmi||||Md|1.3|--|Campi Flegrei|earthquake
31765471|2022-07-03 15:31:32.740000|40.8315|14.137|2.2|SURVEY-INGV-OV#SiSmi||||Md|1.2|--|Campi Flegrei|earthquake
31765421|2022-07-03 15:41:11.390000|40.8315|14.140167|2.7|SURVEY-INGV-OV#SiSmi||||Md|1.3|--|Campi Flegrei|earthquake
32166291|2022-07-30 03:27:48.819000|40.827333|14.144|2.2|SURVEY-INGV-OV#SiSmi||||Md|2.7|--|Campi Flegrei|earthquake
32171951|2022-07-30 13:23:46.480000|40.837833|14.147667|2.0|SURVEY-INGV-OV#SiSmi||||Md|1.5|--|Campi Flegrei|earthquake
32172171|2022-07-30 13:45:07.490000|40.842667|14.142167|1.3|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
32191651|2022-08-01 01:02:49.269000|40.8195|14.160167|3.6|SURVEY-INGV-OV#SiSmi||||Md|1.3|--|Campi Flegrei|earthquake
32238931|2022-08-03 23:50:43.660000|40.828|14.148667|2.5|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
32238801|2022-08-03 23:51:36.309000|40.8265|14.148667|1.9|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
32269481|2022-08-06 02:52:52.750000|40.825833|14.153|1.8|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
32389421|2022-08-13 23:13:38.779000|40.826667|14.142333|2.0|SURVEY-INGV-OV#SiSmi||||Md|1.3|--|Campi Flegrei|earthquake
32389481|2022-08-13 23:16:00.180000|40.826833|14.146|1.7|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
32389711|2022-08-14 00:01:49.500000|40.825667|14.142333|1.7|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
32544261|2022-08-27 08:47:50.750000|40.8315|14.145|1.8|SURVEY-INGV-OV#SiSmi||||Md|1.3|--|Campi Flegrei|earthquake
32674401|2022-09-07 20:35:01.400000|40.825167|14.153167|2.0|SURVEY-INGV-OV#SiSmi||||Md|1.2|--|Campi Flegrei|earthquake
32718721|2022-09-11 23:14:46.049000|40.826|14.139833|0.7|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
32739871|2022-09-14 12:04:31.970000|40.828|14.140167|1.5|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
33195561|2022-10-27 05:06:27.430000|40.83|14.120333|3.0|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
33203521|2022-10-28 03:17:14.260000|40.8165|14.1173|1.8|BULLETIN-INGV||||Md|2.1|--|Campi Flegrei|earthquake
33210761|2022-10-28 22:52:12.690000|40.8125|14.1095|4.1|SURVEY-INGV-OV#SiSmi||||Md|1.8|--|Campi Flegrei|earthquake
33221891|2022-10-30 05:52:39.289000|40.8355|14.127167|2.7|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
33225571|2022-10-30 12:25:08.849000|40.838167|14.1315|2.8|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
33231051|2022-10-31 01:02:45.060000|40.8188|14.1337|2.1|BULLETIN-INGV||||Md|1.9|--|Campi Flegrei|earthquake
33231841|2022-10-31 05:28:28.549000|40.826167|14.140167|2.0|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
33235191|2022-10-31 13:36:32.630000|40.8025|14.1103|2.0|BULLETIN-INGV||||Md|1.8|--|Campi Flegrei|earthquake
33238471|2022-10-31 19:07:32.319000|40.825167|14.141333|1.6|SURVEY-INGV-OV#SiSmi||||Md|1.3|--|Campi Flegrei|earthquake
33271551|2022-11-03 23:03:03.779000|40.8245|14.141667|1.0|SURVEY-INGV-OV#SiSmi||||Md|1.7|--|Campi Flegrei|earthquake
33271761|2022-11-03 23:46:42.589000|40.8265|14.139833|1.0|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
33278211|2022-11-04 22:14:28.369000|40.827333|14.137|2.0|SURVEY-INGV-OV#SiSmi||||Md|1.8|--|Campi Flegrei|earthquake
33279651|2022-11-05 11:50:50.289000|40.8315|14.140167|1.1|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
33284161|2022-11-06 15:59:23.400000|40.820333|14.136333|0.9|SURVEY-INGV-OV#SiSmi||||Md|1.2|--|Campi Flegrei|earthquake
33361881|2022-11-12 21:37:53.950000|40.8035|14.111|2.1|BULLETIN-INGV||||ML|1.6|--|Campi Flegrei|earthquake
33364771|2022-11-13 06:30:58.560000|40.8312|14.1555|2.4|BULLETIN-INGV||||Md|1.7|--|Campi Flegrei|earthquake
33417391|2022-11-19 01:08:41.730000|40.820833|14.132167|1.2|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
33467161|2022-11-23 06:55:29.079000|40.814667|14.156667|2.6|SURVEY-INGV-OV#SiSmi||||Md|1.2|--|Campi Flegrei|earthquake
33524091|2022-11-30 02:34:39.039000|40.831333|14.148833|2.0|SURVEY-INGV-OV#SiSmi||||Md|2.6|--|Campi Flegrei|earthquake
33524111|2022-11-30 02:35:40.410000|40.829833|14.155833|2.8|SURVEY-INGV-OV#SiSmi||||Md|2.3|--|Campi Flegrei|earthquake
33524181|2022-11-30 02:35:53.710000|40.826167|14.148667|1.4|SURVEY-INGV-OV#SiSmi||||Md|2.0|--|Campi Flegrei|earthquake
33524191|2022-11-30 02:36:14.250000|40.8275|14.156|2.1|SURVEY-INGV-OV#SiSmi||||Md|1.8|--|Campi Flegrei|earthquake
33547701|2022-12-03 04:13:40.019000|40.8305|14.146|1.8|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
33547621|2022-12-03 04:13:50.599000|40.8315|14.140167|2.0|SURVEY-INGV-OV#SiSmi||||Md|1.7|--|Campi Flegrei|earthquake
33555931|2022-12-04 09:35:45.369000|40.831667|14.133333|3.2|SURVEY-INGV-OV#SiSmi||||Md|1.3|--|Campi Flegrei|earthquake
33555871|2022-12-04 09:41:28.950000|40.828167|14.120333|3.2|SURVEY-INGV-OV#SiSmi||||Md|1.8|--|Campi Flegrei|earthquake
33556781|2022-12-04 11:42:50.960000|40.8213|14.1187|1.7|BULLETIN-INGV||||Md|1.7|--|Campi Flegrei|earthquake
33621521|2022-12-11 01:47:46.480000|40.834167|14.140167|2.1|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
33671011|2022-12-17 08:40:52.900000|40.818667|14.139167|2.8|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
33682651|2022-12-19 02:57:56.099000|40.833|14.115|4.0|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
33685511|2022-12-19 13:22:50.789000|40.823833|14.143167|0.9|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
33686281|2022-12-19 16:18:08.849000|40.818833|14.120333|3.7|SURVEY-INGV-OV#SiSmi||||Md|1.2|--|Campi Flegrei|earthquake
33695261|2022-12-20 23:48:22.390000|40.797333|14.137|2.9|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
33714811|2022-12-23 16:22:02.790000|40.8247|14.1153|1.1|BULLETIN-INGV||||Md|1.6|--|Campi Flegrei|earthquake
33741271|2022-12-27 12:56:21.540000|40.8185|14.1362|0.4|BULLETIN-INGV||||Md|1.9|--|Campi Flegrei|earthquake
33744361|2022-12-27 20:17:43.180000|40.818333|14.144833|0.4|SURVEY-INGV-OV#SiSmi||||Md|2.1|--|Campi Flegrei|earthquake
33746081|2022-12-28 02:32:34.839000|40.819833|14.143833|0.3|SURVEY-INGV-OV#SiSmi||||Md|2.2|--|Campi Flegrei|earthquake
33745871|2022-12-28 02:35:57.370000|40.8193|14.1445|1.0|BULLETIN-INGV||||Md|2.5|--|Campi Flegrei|earthquake
33746891|2022-12-28 02:37:27.789000|40.821167|14.142667|0.3|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
33745931|2022-12-28 03:03:53.000000|40.8188|14.1418|1.2|BULLETIN-INGV||||Md|2.4|--|Campi Flegrei|earthquake
33746331|2022-12-28 03:04:32.519000|40.819667|14.143833|0.2|SURVEY-INGV-OV#SiSmi||||Md|1.2|--|Campi Flegrei|earthquake
33746311|2022-12-28 03:04:57.349000|40.819333|14.146667|0.2|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
33746631|2022-12-28 05:18:05.130000|40.824|14.149|1.0|SURVEY-INGV-OV#SiSmi||||Md|1.4|--|Campi Flegrei|earthquake
33746661|2022-12-28 05:46:59.069000|40.8245|14.149167|1.0|SURVEY-INGV-OV#SiSmi||||Md|1.2|--|Campi Flegrei|earthquake
33759701|2022-12-29 12:20:30.670000|40.825167|14.145167|2.8|SURVEY-INGV-OV#SiSmi||||Md|1.4|--|Campi Flegrei|earthquake
33759751|2022-12-29 12:37:50.130000|40.8315|14.148167|2.7|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
33780521|2023-01-01 10:05:05.559000|40.820167|14.145667|0.6|SURVEY-INGV-OV#SiSmi||||Md|1.6|--|Campi Flegrei|earthquake
33796441|2023-01-03 13:54:18.300000|40.8263|14.154|1.1|BULLETIN-INGV||||Md|2.2|--|Campi Flegrei|earthquake
33830611|2023-01-08 02:27:45.430000|40.8225|14.152333|1.4|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
33854551|2023-01-10 05:14:37.299000|40.816333|14.155333|3.1|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
33858191|2023-01-10 13:02:51.759000|40.8275|14.140167|2.9|SURVEY-INGV-OV#SiSmi||||Md|2.0|--|Campi Flegrei|earthquake
33859951|2023-01-10 16:52:51.130000|40.8265|14.142167|2.0|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
33860571|2023-01-10 18:28:00.670000|40.8235|14.136167|2.2|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
33862891|2023-01-11 01:28:16.819000|40.8315|14.133|1.8|SURVEY-INGV-OV#SiSmi||||Md|1.9|--|Campi Flegrei|earthquake
33862871|2023-01-11 01:32:14.809000|40.829333|14.1385|2.2|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
33888811|2023-01-14 23:58:33.170000|40.806333|14.135833|4.0|SURVEY-INGV-OV#SiSmi||||Md|1.3|--|Campi Flegrei|earthquake
33946951|2023-01-19 08:44:29.370000|40.8148|14.1283|2.4|BULLETIN-INGV||||Md|2.1|--|Campi Flegrei|earthquake
34001721|2023-01-29 23:10:57.039000|40.822667|14.139|2.6|SURVEY-INGV-OV#SiSmi||||Md|1.2|--|Campi Flegrei|earthquake
34027761|2023-02-03 08:19:31.869000|40.827167|14.140167|1.4|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
34043691|2023-02-05 00:44:59.819000|40.800333|14.108167|4.7|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
34043501|2023-02-05 00:45:34.930000|40.8037|14.1057|3.8|BULLETIN-INGV||||ML|2.1|--|Campi Flegrei|earthquake
34102591|2023-02-09 23:52:01.260000|40.8108|14.1408|3.0|BULLETIN-INGV||||Md|1.3|--|Campi Flegrei|earthquake
34102631|2023-02-09 23:52:32.110000|40.8158|14.1583|2.7|BULLETIN-INGV||||Md|1.8|--|Campi Flegrei|earthquake
34103641|2023-02-10 04:22:08.710000|40.8098|14.1443|2.7|BULLETIN-INGV||||Md|1.7|--|Campi Flegrei|earthquake
34106281|2023-02-10 17:16:38.120000|40.815|14.1485|2.9|BULLETIN-INGV||||Md|1.4|--|Campi Flegrei|earthquake
34106541|2023-02-10 18:14:31.680000|40.826|14.1168|1.7|BULLETIN-INGV||||Md|1.9|--|Campi Flegrei|earthquake
34114561|2023-02-12 00:38:33.390000|40.825833|14.116833|2.9|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
34126771|2023-02-14 14:12:53.680000|40.823667|14.084333|3.9|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
34127291|2023-02-14 19:27:36.789000|40.811|14.099167|3.0|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
34129891|2023-02-15 20:07:46.180000|40.806167|14.154333|2.8|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
34161741|2023-02-21 00:37:16.320000|40.8187|14.1162|1.2|BULLETIN-INGV||||Md|1.6|--|Campi Flegrei|earthquake
34172651|2023-02-22 07:09:05.180000|40.831333|14.147|1.5|SURVEY-INGV-OV#SiSmi||||Md|1.2|--|Campi Flegrei|earthquake
34216661|2023-02-28 02:27:29.680000|40.829167|14.151|2.5|SURVEY-INGV-OV#SiSmi||||Md|1.4|--|Campi Flegrei|earthquake
34228121|2023-03-02 03:26:11.440000|40.822833|14.120333|1.0|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
34228111|2023-03-02 03:34:40.690000|40.822833|14.121333|0.9|SURVEY-INGV-OV#SiSmi||||Md|1.5|--|Campi Flegrei|earthquake
34229931|2023-03-02 12:01:42.259000|40.823|14.136833|1.4|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
34232121|2023-03-02 22:30:16.880000|40.820333|14.137167|2.0|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
34240361|2023-03-04 13:15:19.640000|40.8257|14.1222|2.9|BULLETIN-INGV||||ML|1.7|--|Campi Flegrei|earthquake
34240791|2023-03-04 13:37:40.289000|40.832333|14.117833|1.8|SURVEY-INGV-OV#SiSmi||||Md|1.7|--|Campi Flegrei|earthquake
34240861|2023-03-04 13:53:58.390000|40.8365|14.1235|2.6|SURVEY-INGV-OV#SiSmi||||Md|2.1|--|Campi Flegrei|earthquake
34241041|2023-03-04 15:00:48.240000|40.8305|14.129833|3.6|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
34248401|2023-03-05 23:06:50.039000|40.823667|14.135333|0.6|SURVEY-INGV-OV#SiSmi||||Md|1.3|--|Campi Flegrei|earthquake
34256711|2023-03-06 16:04:10.089000|40.826|14.136167|1.1|SURVEY-INGV-OV#SiSmi||||Md|1.3|--|Campi Flegrei|earthquake
34260931|2023-03-07 09:15:37.200000|40.7992|14.1287|0.7|BULLETIN-INGV||||Md|1.3|--|Campi Flegrei|earthquake
34283031|2023-03-09 02:51:14.960000|40.8217|14.1153|0.7|BULLETIN-INGV||||Md|1.5|--|Campi Flegrei|earthquake
34283141|2023-03-09 03:02:42.420000|40.839833|14.1175|3.1|SURVEY-INGV-OV#SiSmi||||Md|2.2|--|Campi Flegrei|earthquake
34289551|2023-03-09 12:31:34.610000|40.8292|14.1238|1.1|BULLETIN-INGV||||Md|1.3|--|Campi Flegrei|earthquake
34334731|2023-03-12 01:55:11.640000|40.8218|14.1355|2.4|BULLETIN-INGV||||Md|1.9|--|Campi Flegrei|earthquake
34351831|2023-03-13 22:40:53.560000|40.8307|14.1582|1.6|BULLETIN-INGV||||ML|1.9|--|Campi Flegrei|earthquake
34352061|2023-03-13 22:41:22.799000|40.831333|14.139167|1.9|SURVEY-INGV-OV#SiSmi||||Md|1.4|--|Campi Flegrei|earthquake
34356921|2023-03-14 07:53:50.390000|40.825|14.1145|2.6|SURVEY-INGV-OV#SiSmi||||Md|1.1|--|Campi Flegrei|earthquake
34371151|2023-03-15 09:44:23.360000|40.7982|14.1158|1.4|BULLETIN-INGV||||Md|2.0|--|Campi Flegrei|earthquake
34397091|2023-03-17 02:42:10.829000|40.824167|14.142333|0.5|SURVEY-INGV-OV#SiSmi||||Md|1.3|--|Campi Flegrei|earthquake
34410041|2023-03-18 16:16:14.290000|40.8282|14.1477|2.4|BULLETIN-INGV||||Md|1.5|--|Campi Flegrei|earthquake
34410321|2023-03-18 16:21:48.650000|40.832167|14.148167|1.8|SURVEY-INGV-OV#SiSmi||||Md|1.3|--|Campi Flegrei|earthquake
34417321|2023-03-19 17:24:46.480000|40.8295|14.117333|3.4|SURVEY-INGV-OV#SiSmi||||Md|1.4|--|Campi Flegrei|earthquake
34445021|2023-03-23 14:59:44.140000|40.834833|14.120333|2.2|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
34448221|2023-03-24 05:24:43.250000|40.824|14.156|1.0|BULLETIN-INGV||||Md|2.4|--|Campi Flegrei|earthquake
34449341|2023-03-24 07:35:45.160000|40.829833|14.139333|1.0|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
34449291|2023-03-24 07:36:11.069000|40.829167|14.1405|1.1|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
34449351|2023-03-24 07:38:21.119000|40.828333|14.143|1.0|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
34452621|2023-03-24 14:35:40.150000|40.8243|14.1407|1.8|BULLETIN-INGV||||Md|1.7|--|Campi Flegrei|earthquake
34454711|2023-03-24 19:41:12.270000|40.8233|14.1502|1.6|BULLETIN-INGV||||Md|1.7|--|Campi Flegrei|earthquake
34454831|2023-03-24 19:42:11.369000|40.831333|14.151667|3.4|SURVEY-INGV-OV#SiSmi||||Md|1.0|--|Campi Flegrei|earthquake
34457701|2023-03-25 07:31:42.070000|40.82|14.1285|2.1|BULLETIN-INGV||||Md|1.6|--|Campi Flegrei|earthquake
34487611|2023-03-27 14:35:45.760000|40.8213|14.126|2.6|BULLETIN-INGV||||Md|2.0|--|Campi Flegrei|earthquake
34494341|2023-03-28 09:38:35.960000|40.8342|14.1185|2.2|BULLETIN-INGV||||Md|1.8|--|Campi Flegrei|earthquake
34494401|2023-03-28 09:42:02.300000|40.8372|14.1233|2.1|BULLETIN-INGV||||Md|1.7|--|Campi Flegrei|earthquake
34495161|2023-03-28 10:22:37.330000|40.8272|14.1112|2.5|BULLETIN-INGV||||Md|1.6|--|Campi Flegrei|earthquake
34496471|2023-03-28 12:17:24.720000|40.834167|14.143833|1.7|SURVEY-INGV-OV#SiSmi||||Md|1.3|--|Campi Flegrei|earthquake
34525921|2023-03-31 13:07:06.539000|40.8265|14.145|1.8|SURVEY-INGV-OV#SiSmi||||Md|1.8|--|Campi Flegrei|earthquake
34525761|2023-03-31 13:08:56.910000|40.825833|14.139667|2.6|SURVEY-INGV-OV#SiSmi||||Md|1.3|--|Campi Flegrei|earthquake
34584611|2023-04-04 14:45:15.410000|40.7852|14.0722|3.0|BULLETIN-INGV||||Md|2.1|--|Campi Flegrei|earthquake
34628561|2023-04-10 03:54:45.110000|40.8323|14.1433|2.0|BULLETIN-INGV||||ML|1.7|--|Campi Flegrei|earthquake
34646191|2023-04-11 11:02:34.460000|40.8015|14.104167|2.6|SURVEY-INGV-OV#SiSmi||||Md|1.3|--|Campi Flegrei|earthquake
34651541|2023-04-11 23:52:42.030000|40.8347|14.1353|2.0|BULLETIN-INGV||||Md|1.6|--|Campi Flegrei|earthquake
34672651|2023-04-13 19:09:03.360000|40.8377|14.1368|1.6|BULLETIN-INGV||||Md|1.6|--|Campi Flegrei|earthquake
